,Flag Tsunami,Year,Focal Depth,EQ Primary,Intensity,Country,Region code,Coordinates,Earthquake : Damage Description
5113,0,1636,,5.7,9.0,GHANA,10.0,"5.1,-2.2",SEVERE (~>$5 to $24 million)
5114,0,1642,,6.0,8.0,CHINA,30.0,"35.1,111.1",LIMITED (roughly corresponding to less than $1 million)
5115,0,1654,,,9.0,SPAIN,130.0,"40.1,3.6",LIMITED (roughly corresponding to less than $1 million)
5117,0,1660,,,9.0,FRANCE,120.0,"43.1,0.2",MODERATE (~$1 to $5 million)
5119,0,1670,,6.3,8.0,SOUTH KOREA,30.0,"35.9,126.5",MODERATE (~$1 to $5 million)
5121,0,1706,,,10.0,ICELAND,120.0,"63.9,-21.2",SEVERE (~>$5 to $24 million)
5124,0,1727,,5.7,7.0,NORTH KOREA,30.0,"39.5,127.3",MODERATE (~$1 to $5 million)
5125,0,1739,,7.1,,JAPAN,30.0,"40.7,142.3",MODERATE (~$1 to $5 million)
5128,1,1783,,6.6,10.0,ITALY,130.0,"38.583,16.2",SEVERE (~>$5 to $24 million)
5130,0,1791,,,9.0,ITALY,130.0,"38.5,16.1",MODERATE (~$1 to $5 million)
5133,0,1799,,,8.0,FRANCE,120.0,"46.9,-2.0",MODERATE (~$1 to $5 million)
5134,0,1799,,,10.0,ITALY,130.0,"43.1,13.0",SEVERE (~>$5 to $24 million)
5136,1,1804,,,10.0,GREECE,130.0,"38.2,21.8",SEVERE (~>$5 to $24 million)
5140,0,1830,,6.5,,IRAN,140.0,"36.4,54.3",SEVERE (~>$5 to $24 million)
5142,0,1834,,,10.0,ITALY,130.0,"44.3,9.4",LIMITED (roughly corresponding to less than $1 million)
5144,1,1840,150.0,7.0,9.0,INDONESIA,60.0,"-8.0,110.5",SEVERE (~>$5 to $24 million)
5146,1,1842,,6.0,,BANGLADESH,60.0,"24.0,89.25",LIMITED (roughly corresponding to less than $1 million)
5148,0,1844,,,8.0,ARGENTINA,160.0,"-25.0,-66.0",SEVERE (~>$5 to $24 million)
5149,1,1846,5.0,6.1,10.0,ITALY,130.0,"43.4,10.6",SEVERE (~>$5 to $24 million)
5150,0,1848,,,11.0,ITALY,130.0,"37.2,15.2",MODERATE (~$1 to $5 million)
5152,0,1852,,7.3,,TURKEY,140.0,"39.9,41.3",LIMITED (roughly corresponding to less than $1 million)
5154,0,1854,,4.5,6.0,IRAN,140.0,"38.06,45.03",MODERATE (~$1 to $5 million)
5155,1,1861,70.0,8.5,9.0,INDONESIA,60.0,"-1.0,97.5",MODERATE (~$1 to $5 million)
5156,0,1864,,,8.0,IRAN,140.0,"30.6,57.0",SEVERE (~>$5 to $24 million)
5158,0,1868,,6.7,,TURKEY,140.0,"40.0,41.7",MODERATE (~$1 to $5 million)
5159,0,1870,,7.3,10.0,CHINA,30.0,"30.0,99.0",EXTREME (~$25 million or more)
5162,1,1873,,8.0,,PAPUA NEW GUINEA,170.0,"-5.5,146.0",MODERATE (~$1 to $5 million)
5168,0,1882,,5.8,8.0,CHINA,30.0,"38.1,115.5",SEVERE (~>$5 to $24 million)
5169,0,1889,,4.7,8.0,COTE D'IVOIRE,10.0,"6.8,-6.7",MODERATE (~$1 to $5 million)
5171,1,1890,10.0,7.2,10.0,IRAN,140.0,"36.6,54.6",SEVERE (~>$5 to $24 million)
5174,0,1894,,7.5,9.0,ARGENTINA,160.0,"-32.0,-68.5",MODERATE (~$1 to $5 million)
5176,0,1901,33.0,7.8,7.0,PHILIPPINES,170.0,"14.0,122.0",LIMITED (roughly corresponding to less than $1 million)
5178,0,1904,,6.0,8.0,CHINA,30.0,"31.2,100.9",MODERATE (~$1 to $5 million)
5179,1,1905,25.0,7.8,10.0,INDIA,60.0,"33.0,76.0",EXTREME (~$25 million or more)
5181,1,1907,50.0,7.8,,INDONESIA,60.0,"2.0,94.5",SEVERE (~>$5 to $24 million)
5184,0,1909,60.0,7.2,,PAKISTAN,60.0,"30.0,68.0",MODERATE (~$1 to $5 million)
5187,1,1913,33.0,7.9,10.0,PERU,160.0,"-17.0,-74.0",SEVERE (~>$5 to $24 million)
5190,1,1916,35.0,7.9,,PAPUA NEW GUINEA,170.0,"-4.739,152.548",LIMITED (roughly corresponding to less than $1 million)
5193,0,1920,,8.0,,TAIWAN,30.0,"23.5,122.7",MODERATE (~$1 to $5 million)
5196,0,1927,33.0,6.3,,ISRAEL,140.0,"32.0,35.5",SEVERE (~>$5 to $24 million)
5198,0,1930,19.0,7.1,,JAPAN,30.0,"35.0,139.0",EXTREME (~$25 million or more)
5199,1,1931,,7.4,8.0,INDONESIA,60.0,"-5.0,102.75",LIMITED (roughly corresponding to less than $1 million)
5200,0,1932,,6.0,8.0,CHINA,30.0,"30.1,101.8",LIMITED (roughly corresponding to less than $1 million)
5202,0,1936,,,8.0,INDONESIA,60.0,"3.5,97.5",MODERATE (~$1 to $5 million)
5203,0,1938,,7.0,,TAIWAN,30.0,"22.9,121.5",LIMITED (roughly corresponding to less than $1 million)
5205,0,1940,16.0,7.2,10.0,USA,150.0,"32.733,-115.5",EXTREME (~$25 million or more)
5206,0,1943,60.0,7.5,7.0,MEXICO,150.0,"16.7,-101.5",SEVERE (~>$5 to $24 million)
5212,1,1952,,7.8,7.0,PHILIPPINES,170.0,"9.5,127.25",LIMITED (roughly corresponding to less than $1 million)
5214,0,1955,,6.2,,NICARAGUA,100.0,"13.0,-87.0",MODERATE (~$1 to $5 million)
5216,0,1956,39.0,7.0,,MYANMAR (BURMA),60.0,"22.2,95.7",MODERATE (~$1 to $5 million)
5219,1,1958,,6.2,7.0,CHINA,30.0,"31.5,104.0",LIMITED (roughly corresponding to less than $1 million)
5220,0,1958,,5.8,7.0,CHINA,30.0,"22.5,109.5",LIMITED (roughly corresponding to less than $1 million)
5222,0,1961,33.0,,,IRAN,140.0,"33.6,48.1",MODERATE (~$1 to $5 million)
5223,0,1962,33.0,6.0,,ALBANIA,130.0,"40.9,19.5",MODERATE (~$1 to $5 million)
5225,0,1966,8.0,5.2,,COLOMBIA,160.0,"4.6,-73.9",SEVERE (~>$5 to $24 million)
5226,0,1967,,5.5,7.0,CHINA,30.0,"30.2,104.1",MODERATE (~$1 to $5 million)
5227,0,1967,8.0,6.2,,TURKEY,140.0,"39.5,40.4",SEVERE (~>$5 to $24 million)
5229,0,1968,14.0,5.1,,TURKEY,140.0,"39.2,40.1",SEVERE (~>$5 to $24 million)
5230,0,1969,27.0,4.2,,ECUADOR,160.0,"-0.8,-78.3",SEVERE (~>$5 to $24 million)
5231,0,1970,20.0,6.6,,KAZAKHSTAN,40.0,"42.5,78.8",SEVERE (~>$5 to $24 million)
5232,0,1971,7.0,5.2,,ITALY,130.0,"44.8,10.3",LIMITED (roughly corresponding to less than $1 million)
5233,0,1971,54.0,5.7,9.0,PERU,160.0,"-14.1,-73.3",SEVERE (~>$5 to $24 million)
5234,0,1973,26.0,7.5,7.0,VANUATU,170.0,"-14.46,166.6",MODERATE (~$1 to $5 million)
5235,0,1973,47.0,7.2,8.0,VANUATU,170.0,"-15.12,166.9",MODERATE (~$1 to $5 million)
5236,0,1975,7.0,6.1,6.0,JAPAN,30.0,"33.19,131.3",SEVERE (~>$5 to $24 million)
5237,0,1977,31.0,5.8,,IRAN,140.0,"30.95,56.47",SEVERE (~>$5 to $24 million)
5238,0,1978,33.0,5.7,,SERBIA,130.0,"43.269,20.919",MODERATE (~$1 to $5 million)
5239,1,1979,10.0,6.9,9.0,MONTENEGRO,130.0,"42.096,19.209",EXTREME (~$25 million or more)
5240,1,1980,13.0,6.9,8.0,AZORES (PORTUGAL),130.0,"38.727,-27.75",MODERATE (~$1 to $5 million)
5241,0,1980,10.0,4.0,,GREECE,130.0,"39.203,22.729",MODERATE (~$1 to $5 million)
5242,0,1981,54.0,5.4,7.0,COLOMBIA,160.0,"8.117,-72.527",MODERATE (~$1 to $5 million)
5243,1,1983,24.0,7.7,8.0,JAPAN,30.0,"40.462,139.102",EXTREME (~$25 million or more)
5244,0,1983,10.0,5.0,7.0,BELGIUM,120.0,"50.696,5.346",EXTREME (~$25 million or more)
5245,0,1984,23.0,5.6,,INDIA,60.0,"24.641,92.891",SEVERE (~>$5 to $24 million)
5246,1,1985,46.0,7.2,7.0,PAPUA NEW GUINEA,170.0,"-4.439,152.828",MODERATE (~$1 to $5 million)
5247,0,1985,10.0,5.9,,ALGERIA,15.0,"36.46,6.761",LIMITED (roughly corresponding to less than $1 million)
5248,0,1985,10.0,4.3,,ITALY,130.0,"37.688,15.068",LIMITED (roughly corresponding to less than $1 million)
5249,0,1986,33.0,5.0,,INDONESIA,60.0,"-3.904,103.461",SEVERE (~>$5 to $24 million)
5250,0,1986,33.0,5.3,,INDIA,60.0,"32.128,76.374",SEVERE (~>$5 to $24 million)
5251,0,1986,19.0,6.4,,TAIWAN,30.0,"24.125,121.619",LIMITED (roughly corresponding to less than $1 million)
5252,0,1986,6.0,5.8,6.0,USA,150.0,"32.97,-117.869",LIMITED (roughly corresponding to less than $1 million)
5253,0,1986,5.0,4.8,,BRAZIL,160.0,"-5.494,-35.769",MODERATE (~$1 to $5 million)
5255,0,1989,31.0,5.8,,IRAN,140.0,"30.167,50.921",MODERATE (~$1 to $5 million)
5256,1,1989,19.0,6.9,9.0,USA,150.0,"37.036,-121.883",EXTREME (~$25 million or more)
5257,0,1990,26.0,4.9,6.0,PERU,160.0,"-6.062,-77.136",LIMITED (roughly corresponding to less than $1 million)
5258,0,1990,14.0,4.8,,INDONESIA,60.0,"-6.904,108.12",SEVERE (~>$5 to $24 million)
5259,0,1990,48.0,6.8,,INDONESIA,60.0,"3.908,97.457",MODERATE (~$1 to $5 million)
5261,0,1991,9.0,6.1,8.0,GEORGIA,40.0,"42.461,44.009",SEVERE (~>$5 to $24 million)
5262,0,1992,18.0,4.6,,IRAN,140.0,"31.726,50.778",MODERATE (~$1 to $5 million)
5263,0,1993,33.0,5.1,,IRAN,140.0,"32.104,60.088",LIMITED (roughly corresponding to less than $1 million)
5264,0,1993,25.0,6.9,,PAPUA NEW GUINEA,170.0,"-5.889,146.02",MODERATE (~$1 to $5 million)
5265,0,1995,74.0,6.4,,COLOMBIA,160.0,"4.104,-76.622",EXTREME (~$25 million or more)
5266,1,1995,30.0,7.7,,PAPUA NEW GUINEA,170.0,"-5.799,154.178",LIMITED (roughly corresponding to less than $1 million)
5268,0,1997,10.0,4.7,6.0,ALBANIA,130.0,"40.956,19.672",LIMITED (roughly corresponding to less than $1 million)
5269,0,1997,33.0,7.1,,PAKISTAN,60.0,"29.976,68.208",MODERATE (~$1 to $5 million)
5270,0,1997,58.0,7.1,,CHILE,160.0,"-30.933,-71.22",EXTREME (~$25 million or more)
5271,0,1997,24.0,7.0,,INDONESIA,170.0,"1.241,122.536",LIMITED (roughly corresponding to less than $1 million)
5272,0,1998,26.0,6.0,,ARMENIA,40.0,"38.717,48.507",MODERATE (~$1 to $5 million)
5273,1,2000,10.0,6.1,,JAPAN,30.0,"34.221,139.131",LIMITED (roughly corresponding to less than $1 million)
5274,0,2002,33.0,5.6,,CHILE,160.0,"-19.384,-69.231",LIMITED (roughly corresponding to less than $1 million)
5275,0,2002,30.0,6.5,,USA TERRITORY,170.0,"14.101,146.199",LIMITED (roughly corresponding to less than $1 million)
5276,0,2002,10.0,4.3,8.0,ITALY,130.0,"37.67,15.267",LIMITED (roughly corresponding to less than $1 million)
5277,1,2003,24.0,7.5,8.0,MEXICO,150.0,"18.77,-104.104",SEVERE (~>$5 to $24 million)
5278,0,2003,14.0,6.4,,CHINA,30.0,"37.529,96.476",LIMITED (roughly corresponding to less than $1 million)
5279,0,2003,3.0,4.0,6.0,USA,150.0,"36.87,-88.98",LIMITED (roughly corresponding to less than $1 million)
