,time,latitude,longitude,depth,mag
3175,2016-10-25T17:35:49.250Z,36.8644,141.5123,26.27,4.6
3176,2016-10-26T03:25:02.810Z,41.8771,144.8489,32.59,4.2
3177,2016-10-26T10:12:34.520Z,35.7111,140.1406,58.52,4.2
3178,2016-10-27T06:48:32.460Z,44.4756,146.8796,122.09,4.6
3179,2016-10-29T04:43:39.370Z,35.3705,133.7508,10.0,4.2
3180,2016-10-29T07:17:13.030Z,39.3539,143.4306,14.16,4.7
3181,2016-10-31T19:02:47.560Z,35.4723,141.1682,26.84,4.5
3182,2016-09-01T23:27:00.980Z,38.2243,141.9052,43.52,4.5
3183,2016-09-02T05:33:42.790Z,34.4455,141.8099,16.91,4.7
3184,2016-09-02T13:29:37.300Z,34.4547,141.4975,10.0,5.3
3185,2016-09-02T17:56:18.250Z,34.471,141.6772,7.58,4.5
3186,2016-09-02T20:54:01.350Z,39.0892,143.2458,10.0,4.1
3187,2016-09-03T05:09:17.310Z,43.632,145.7396,99.96,4.4
3188,2016-09-03T06:03:17.390Z,33.6599,135.1106,35.46,4.5
3189,2016-09-03T12:26:43.460Z,31.4495,138.4886,326.69,5.0
3190,2016-09-03T16:24:36.910Z,40.5292,141.0405,111.62,4.4
3191,2016-09-03T23:40:41.150Z,39.4655,143.4971,23.49,4.1
3192,2016-09-04T03:47:22.770Z,37.4515,142.503,7.59,4.2
3193,2016-09-04T16:42:45.330Z,35.8698,140.4591,87.56,4.4
3194,2016-09-05T13:25:41.560Z,41.4621,143.6937,36.54,4.5
3195,2016-09-05T16:24:17.290Z,34.4522,141.6378,24.51,4.6
3196,2016-09-06T16:56:01.780Z,32.6663,130.6307,14.65,4.3
3197,2016-09-06T17:19:27.710Z,30.6194,131.0481,33.29,4.5
3198,2016-09-06T20:47:57.580Z,34.4949,141.7468,10.0,4.6
3199,2016-09-06T22:11:58.460Z,36.2646,141.6145,23.13,4.0
3200,2016-09-07T04:28:49.740Z,36.1828,140.024,52.08,4.7
3201,2016-09-07T09:42:03.470Z,42.3797,142.638,112.09,5.0
3202,2016-09-08T05:10:45.340Z,31.2445,138.4459,358.15,4.7
3203,2016-09-08T20:17:49.960Z,35.6045,139.8779,9.52,4.4
3204,2016-09-09T00:30:01.440Z,41.2869,129.0783,0.0,5.3
3205,2016-09-09T11:53:15.470Z,36.3925,141.1259,32.09,5.4
3206,2016-09-09T14:18:03.020Z,36.7095,140.5975,94.62,4.6
3207,2016-09-09T16:06:15.290Z,34.5398,142.1635,10.0,4.5
3208,2016-09-09T23:02:25.380Z,34.4646,141.6378,10.0,4.6
3209,2016-09-09T23:56:43.160Z,34.4026,141.6045,10.0,4.6
3210,2016-09-10T04:10:06.960Z,34.4873,141.6232,10.0,4.5
3211,2016-09-11T02:55:34.670Z,34.4556,141.7336,10.0,4.6
3212,2016-09-11T03:22:05.010Z,37.4849,141.704,39.43,4.5
3213,2016-09-12T08:01:26.640Z,38.2183,142.1241,35.0,4.6
3214,2016-09-12T10:44:33.130Z,35.7428,129.1062,10.0,4.9
3215,2016-09-12T11:32:55.770Z,35.7808,129.2162,13.0,5.4
3216,2016-09-12T16:46:35.650Z,34.7501,140.6896,39.68,4.7
3217,2016-09-12T23:30:40.320Z,35.7138,140.1866,59.95,4.6
3218,2016-09-13T10:12:26.500Z,35.8978,139.7844,74.0,5.0
3219,2016-09-14T20:16:05.520Z,34.5183,141.5402,10.0,4.6
3220,2016-09-16T17:12:31.120Z,34.4099,141.9933,28.25,4.5
3221,2016-09-17T07:35:53.030Z,35.5782,141.0189,10.0,4.5
3222,2016-09-17T13:39:45.300Z,38.6524,142.2755,38.05,4.6
3223,2016-09-19T11:33:58.130Z,35.7615,129.1631,8.84,4.6
3224,2016-09-19T23:46:49.920Z,39.2451,142.4571,48.26,4.4
3225,2016-09-20T11:34:01.310Z,35.8697,142.7906,34.76,4.6
3226,2016-09-20T16:21:16.550Z,30.5017,142.0478,9.0,6.1
3227,2016-09-20T19:23:23.600Z,30.5438,142.1092,10.0,4.4
3228,2016-09-20T20:06:29.850Z,30.5897,142.5846,10.0,4.7
3229,2016-09-21T02:53:53.480Z,35.7567,129.2398,10.0,3.5
3230,2016-09-22T10:21:57.680Z,34.4083,141.8116,10.0,4.7
3231,2016-09-22T15:56:05.650Z,34.4727,141.8318,10.0,5.3
3232,2016-09-22T15:57:06.940Z,34.3707,141.7588,19.17,5.3
3233,2016-09-22T16:00:46.020Z,34.4304,141.7961,18.44,5.0
3234,2016-09-22T16:11:44.620Z,34.4588,141.7716,10.0,4.0
3235,2016-09-22T16:20:34.420Z,34.4869,141.7121,16.6,4.7
3236,2016-09-22T17:01:03.090Z,30.2655,140.641,10.0,4.3
3237,2016-09-22T20:28:45.910Z,34.4432,141.7431,10.0,4.5
3238,2016-09-23T00:14:34.700Z,34.4619,141.6368,10.0,6.2
3239,2016-09-23T00:21:01.710Z,34.4899,141.6638,10.61,4.9
3240,2016-09-23T00:26:08.660Z,34.4826,141.6924,10.0,4.8
3241,2016-09-23T00:30:23.030Z,34.4351,141.6552,10.0,4.7
3242,2016-09-23T00:38:14.670Z,35.1045,141.2419,50.14,4.1
3243,2016-09-23T00:42:35.150Z,34.5021,141.7528,10.0,4.9
3244,2016-09-23T00:53:53.780Z,34.2178,142.4996,10.0,4.6
3245,2016-09-23T01:07:42.270Z,34.6479,142.0857,10.0,4.2
3246,2016-09-23T01:43:34.380Z,34.4985,141.9564,10.0,4.2
3247,2016-09-23T01:48:20.680Z,34.8814,141.6905,10.0,4.4
3248,2016-09-23T01:52:12.540Z,34.6382,141.7336,10.0,4.5
3249,2016-09-23T01:57:42.090Z,34.4626,142.3192,10.0,4.5
3250,2016-09-23T02:10:37.770Z,34.4128,142.1473,10.0,4.1
3251,2016-09-23T02:26:04.710Z,36.2902,141.8366,33.08,4.5
3252,2016-09-23T02:34:33.650Z,34.4791,141.939,19.7,4.1
3253,2016-09-23T02:40:21.610Z,34.5102,141.6546,10.0,4.3
3254,2016-09-23T02:43:26.220Z,34.4763,142.0649,10.0,4.1
3255,2016-09-23T03:08:25.400Z,34.4015,142.1006,10.0,4.2
3256,2016-09-23T03:37:03.430Z,34.4685,141.87,10.0,4.6
3257,2016-09-23T05:34:31.480Z,34.5214,141.7965,10.0,5.2
3258,2016-09-23T06:13:19.110Z,34.9052,141.4606,10.0,5.3
3259,2016-09-23T06:21:39.710Z,34.4557,141.8586,10.0,4.2
3260,2016-09-23T06:46:01.440Z,34.5256,141.687,10.0,4.7
3261,2016-09-23T06:49:52.810Z,34.4322,141.8436,10.0,4.4
3262,2016-09-23T07:31:57.710Z,34.5675,141.5325,10.0,4.4
3263,2016-09-23T10:27:01.530Z,34.5676,141.8994,10.0,4.7
3264,2016-09-23T10:28:20.430Z,34.5949,141.2321,10.0,5.0
3265,2016-09-23T11:04:53.300Z,34.4337,141.5355,10.0,4.6
3266,2016-09-23T12:04:51.220Z,34.5504,141.7975,10.0,4.9
3267,2016-09-23T13:58:06.020Z,34.4612,141.7858,10.0,4.7
3268,2016-09-23T15:02:20.600Z,34.5459,141.7733,10.0,4.3
3269,2016-09-23T15:05:17.090Z,30.4921,141.7943,35.0,5.1
3270,2016-09-23T20:12:35.250Z,34.5462,141.7863,23.68,4.4
3271,2016-09-23T20:17:11.480Z,34.8916,141.2729,41.62,4.4
3272,2016-09-23T20:26:24.340Z,34.5454,141.7751,18.28,4.6
3273,2016-09-24T03:19:32.150Z,39.2177,142.6255,35.0,4.4
3274,2016-09-24T10:20:45.010Z,34.4902,141.8166,10.0,4.9
3275,2016-09-24T10:31:45.730Z,34.5106,141.8471,10.0,4.4
3276,2016-09-24T10:52:07.190Z,34.5403,141.5769,10.0,4.9
3277,2016-09-24T21:03:30.370Z,38.947,144.1221,10.0,4.1
3278,2016-09-25T18:00:55.700Z,34.5688,141.8332,10.0,4.6
3279,2016-09-25T19:01:26.560Z,38.3161,137.9114,30.1,4.4
3280,2016-09-26T00:09:26.550Z,34.4965,141.7804,10.0,4.5
3281,2016-09-26T00:49:59.530Z,34.3,140.8589,34.87,4.2
3282,2016-09-26T01:45:13.880Z,34.5005,141.795,10.0,4.5
3283,2016-09-26T02:24:37.740Z,41.8802,142.2041,64.0,5.0
3284,2016-09-26T05:13:25.570Z,41.699,143.0782,33.73,5.3
3285,2016-09-26T18:52:26.960Z,45.2122,147.0108,57.43,4.8
3286,2016-09-26T21:29:18.020Z,34.571,141.7034,10.0,4.5
3287,2016-09-27T19:22:24.960Z,34.6211,141.7212,21.0,4.6
3288,2016-09-28T04:53:34.950Z,45.0493,147.0204,47.72,4.5
3289,2016-09-28T16:32:56.080Z,43.9711,148.513,32.01,4.8
3290,2016-09-29T10:30:37.110Z,30.8911,142.2703,30.55,4.7
3291,2016-09-29T11:57:37.740Z,37.4496,141.7558,17.85,4.6
3292,2016-09-29T23:21:01.710Z,34.523,141.792,10.0,5.1
3293,2016-09-29T23:29:26.060Z,34.4068,141.7757,22.33,4.5
3294,2016-09-30T04:57:05.690Z,30.8408,141.961,10.0,4.4
3295,2016-09-30T19:04:32.640Z,38.1464,142.0181,50.16,4.6
3296,2016-08-01T05:20:14.860Z,32.7246,131.4202,92.08,4.1
3297,2016-08-02T01:52:35.290Z,32.4738,137.2977,408.03,4.0
3298,2016-08-02T16:10:34.060Z,35.3774,140.4533,18.9,4.6
3299,2016-08-02T23:33:22.670Z,44.1788,148.9868,47.84,4.6
3300,2016-08-03T15:46:57.610Z,31.1358,130.2071,162.23,4.2
3301,2016-08-04T12:01:17.370Z,39.0858,142.3567,55.21,4.5
3302,2016-08-05T03:30:44.950Z,43.3721,140.1833,193.05,4.4
3303,2016-08-10T07:25:58.400Z,31.8065,131.7245,47.61,4.3
3304,2016-08-13T03:56:46.870Z,37.1353,141.4616,76.81,4.2
3305,2016-08-13T08:49:42.940Z,38.8424,141.9448,57.67,4.4
3306,2016-08-13T20:15:07.190Z,34.5221,140.3732,38.44,5.2
3307,2016-08-13T21:49:36.680Z,32.6546,137.9944,332.17,4.5
3308,2016-08-14T17:16:17.560Z,38.8707,142.791,40.65,4.5
3309,2016-08-14T18:49:16.000Z,37.4864,141.5176,41.86,4.7
3310,2016-08-15T04:36:47.970Z,33.478,131.8948,71.68,4.9
3311,2016-08-15T07:04:41.020Z,37.4115,141.7203,33.0,5.6
3312,2016-08-15T15:28:07.730Z,45.8426,142.8846,47.28,4.7
3313,2016-08-15T21:12:26.470Z,39.1307,140.5864,140.67,4.3
3314,2016-08-16T15:24:09.910Z,40.4343,141.4408,80.41,4.4
3315,2016-08-16T20:01:04.850Z,36.9173,140.8096,2.26,4.4
3316,2016-08-17T02:56:17.940Z,37.3326,141.6604,46.32,4.4
3317,2016-08-19T02:05:18.710Z,32.9752,130.9537,10.0,4.2
3318,2016-08-19T10:11:24.450Z,33.0572,139.7266,83.95,4.6
3319,2016-08-19T12:07:42.500Z,36.6132,141.2096,37.25,5.0
3320,2016-08-20T05:14:57.910Z,39.5603,143.5399,23.43,5.3
3321,2016-08-20T05:52:40.690Z,39.4735,143.7726,10.23,4.6
3322,2016-08-20T09:01:26.210Z,40.3942,143.6796,10.0,6.0
3323,2016-08-20T09:47:46.290Z,40.1992,143.9727,10.0,4.4
3324,2016-08-20T11:33:20.920Z,40.2483,143.9121,5.93,4.4
3325,2016-08-20T13:23:08.490Z,42.2893,142.2479,42.53,4.4
3326,2016-08-20T15:58:04.590Z,40.3135,143.7281,11.0,5.8
3327,2016-08-20T16:08:46.120Z,40.1461,143.8806,10.0,4.7
3328,2016-08-20T16:10:34.670Z,40.4208,143.6339,10.0,5.2
3329,2016-08-20T16:28:12.900Z,40.3173,143.7435,10.0,5.2
3330,2016-08-21T12:49:13.640Z,40.6797,143.7497,10.0,5.2
3331,2016-08-21T23:13:09.630Z,39.7547,143.637,5.79,5.3
3332,2016-08-22T06:11:08.980Z,38.3251,142.113,35.0,5.1
3333,2016-08-23T06:41:17.930Z,37.5869,143.685,32.46,4.4
3334,2016-08-25T17:04:43.270Z,30.6141,137.8537,456.0,5.9
3335,2016-08-25T19:09:31.830Z,30.9934,140.1564,45.62,4.5
3336,2016-08-25T19:12:54.240Z,30.5468,140.3433,35.0,4.5
3337,2016-08-27T13:46:28.190Z,36.0602,139.8829,44.3,4.5
3338,2016-08-27T20:44:36.940Z,34.1609,139.2296,10.0,4.1
3339,2016-08-28T20:37:16.190Z,34.2294,141.7426,33.28,4.4
3340,2016-08-29T00:34:45.710Z,42.2662,143.1698,63.44,4.2
3341,2016-08-29T10:22:00.690Z,34.3672,141.5571,39.1,4.6
3342,2016-08-30T00:37:07.390Z,34.5406,136.9931,338.22,4.1
3343,2016-08-30T08:07:39.750Z,37.4056,141.6863,45.55,4.8
3344,2016-08-30T20:04:47.850Z,36.3307,141.7889,23.07,4.9
3345,2016-08-30T20:36:48.900Z,36.3454,141.6894,21.94,4.6
3346,2016-08-31T02:07:35.910Z,34.3959,141.485,36.38,4.6
3347,2016-08-31T08:20:37.670Z,33.1552,140.9098,40.23,4.5
3348,2016-08-31T10:46:02.630Z,32.6935,130.57,10.0,4.9
3349,2016-08-31T21:33:49.530Z,32.7389,130.5806,9.74,4.6
3350,2016-07-01T05:39:58.300Z,33.5263,131.7613,78.9,4.9
3351,2016-07-01T23:49:39.120Z,36.2552,140.9117,29.06,4.3
3352,2016-07-02T01:47:48.760Z,43.3003,146.9213,45.32,5.0
3353,2016-07-03T09:06:01.560Z,39.6297,142.1555,53.24,4.4
3354,2016-07-04T00:55:04.170Z,42.7636,145.4803,50.37,4.6
3355,2016-07-04T02:00:55.800Z,36.3423,140.1121,75.99,4.3
3356,2016-07-04T04:42:45.850Z,38.8064,141.834,69.99,4.3
3357,2016-07-04T07:11:50.220Z,39.3883,143.4746,13.67,4.6
3358,2016-07-04T13:48:47.380Z,36.1262,139.7036,50.23,4.5
3359,2016-07-04T15:45:53.310Z,44.1306,142.6015,206.08,4.0
3360,2016-07-05T03:46:12.830Z,35.755,141.0072,39.21,4.5
3361,2016-07-05T06:01:29.000Z,35.8656,140.9833,38.86,4.6
3362,2016-07-05T11:33:03.630Z,35.5358,129.8993,10.0,4.7
3363,2016-07-05T23:47:29.010Z,35.7875,140.9389,27.02,4.4
3364,2016-07-06T22:26:36.260Z,34.0522,140.6893,18.47,4.2
3365,2016-07-08T21:28:55.210Z,36.5778,139.4532,35.0,4.2
3366,2016-07-09T00:54:37.750Z,37.1676,141.3063,45.46,4.5
3367,2016-07-09T09:05:20.120Z,32.7608,130.5342,10.0,4.2
3368,2016-07-11T06:22:00.840Z,33.4326,139.3614,10.0,4.6
3369,2016-07-11T06:44:50.590Z,33.3218,139.2987,10.0,4.4
3370,2016-07-11T07:58:33.700Z,33.353,139.269,10.0,4.4
3371,2016-07-11T08:33:04.640Z,33.3824,139.294,10.0,4.7
3372,2016-07-11T08:39:40.390Z,33.3993,139.2716,10.0,4.6
3373,2016-07-11T10:31:11.350Z,33.267,139.3048,18.08,4.5
3374,2016-07-11T16:54:42.010Z,36.756,142.2216,10.0,4.7
3375,2016-07-11T20:54:19.730Z,33.4277,139.3565,10.0,4.8
3376,2016-07-11T21:56:49.970Z,33.4308,139.373,10.0,4.6
3377,2016-07-11T22:34:01.390Z,33.4269,139.3373,10.0,4.6
3378,2016-07-12T11:41:54.980Z,36.9235,141.191,36.51,4.4
3379,2016-07-12T16:43:54.310Z,43.2562,142.5618,172.01,4.3
3380,2016-07-12T18:53:34.450Z,42.3751,139.2122,20.11,4.5
3381,2016-07-12T21:24:53.480Z,33.3348,139.2983,10.49,4.6
3382,2016-07-13T02:54:32.280Z,33.3715,139.366,10.0,4.5
3383,2016-07-14T02:05:56.140Z,33.4053,139.3434,10.0,4.5
3384,2016-07-14T02:07:06.670Z,33.3691,139.2791,10.0,4.6
3385,2016-07-14T02:17:25.900Z,33.4441,139.362,10.0,4.8
3386,2016-07-14T02:22:13.990Z,33.343,139.2206,10.0,4.5
3387,2016-07-16T03:54:14.580Z,43.662,147.2728,67.14,4.0
3388,2016-07-16T13:12:49.810Z,40.3731,140.9311,13.4,4.8
3389,2016-07-16T17:40:56.810Z,38.5516,144.6995,25.1,4.5
3390,2016-07-17T00:11:02.500Z,35.0413,142.2615,10.0,4.5
3391,2016-07-17T04:24:01.860Z,36.0052,139.9227,40.22,5.0
3392,2016-07-17T09:03:16.820Z,33.9696,137.347,333.51,4.0
3393,2016-07-17T09:43:25.540Z,34.3855,137.1185,338.92,4.7
3394,2016-07-17T15:08:12.390Z,36.8496,141.9506,21.06,4.5
3395,2016-07-17T15:28:59.180Z,36.8328,142.0391,10.0,4.4
3396,2016-07-18T08:56:41.330Z,38.3297,142.9634,10.0,4.4
3397,2016-07-18T16:18:19.250Z,44.6859,141.2005,251.5,4.0
3398,2016-07-18T21:22:43.800Z,33.6878,131.5413,123.4,4.3
3399,2016-07-18T23:10:46.790Z,33.8396,137.888,318.53,4.3
3400,2016-07-19T03:57:50.350Z,35.346,140.4152,25.48,4.8
3401,2016-07-19T04:11:27.050Z,41.5061,142.0574,60.58,4.8
3402,2016-07-19T07:27:57.480Z,36.5973,140.9062,47.89,4.4
3403,2016-07-19T14:55:07.560Z,36.0085,140.0897,51.49,4.2
3404,2016-07-19T17:46:44.290Z,43.7694,141.2978,210.99,4.0
3405,2016-07-19T19:38:09.990Z,37.8526,143.9195,36.35,4.6
3406,2016-07-19T22:25:32.210Z,35.9914,140.0323,39.28,5.0
3407,2016-07-19T23:50:21.510Z,39.3201,142.261,41.55,5.0
3408,2016-07-20T02:38:43.100Z,35.963,140.0872,51.48,4.3
3409,2016-07-20T07:17:38.380Z,40.4251,142.1164,53.65,4.4
3410,2016-07-20T18:53:37.680Z,31.5379,142.6941,5.65,4.4
3411,2016-07-20T23:40:31.430Z,35.3512,140.5098,45.13,4.1
3412,2016-07-21T10:00:02.390Z,32.645,139.8944,123.42,4.5
3413,2016-07-23T02:52:11.900Z,30.1868,141.987,45.28,4.7
3414,2016-07-24T00:51:01.520Z,35.5716,140.2556,52.88,4.5
3415,2016-07-24T02:51:19.350Z,42.9362,143.2121,87.2,4.8
3416,2016-07-25T16:58:22.320Z,32.4161,141.8303,10.0,4.7
3417,2016-07-26T00:19:14.520Z,30.97,136.987,506.72,4.4
3418,2016-07-27T14:47:17.010Z,36.492,140.7576,46.0,5.3
3419,2016-07-27T20:19:15.280Z,37.0128,140.9196,31.78,4.3
3420,2016-07-28T12:17:25.780Z,38.0609,144.1869,24.56,4.1
3421,2016-07-29T03:42:16.920Z,38.3222,142.1584,26.25,4.1
3422,2016-07-30T05:12:56.350Z,42.8936,142.098,142.2,4.3
3423,2016-07-30T07:40:38.310Z,35.868,140.6708,23.73,4.3
3424,2016-07-30T18:01:51.870Z,42.2259,142.9228,67.82,4.3
3425,2016-07-31T16:35:02.410Z,38.8601,142.0495,35.0,4.4
3426,2016-07-31T22:31:25.170Z,42.6336,143.2522,96.86,4.3
3427,2016-06-01T22:34:35.750Z,35.6464,140.3338,63.13,4.3
3428,2016-06-02T15:53:15.450Z,35.484,140.9217,36.49,4.3
3429,2016-06-03T02:55:14.930Z,35.6961,138.1124,200.26,4.2
3430,2016-06-03T16:01:24.670Z,37.3639,141.9967,32.46,4.4
3431,2016-06-04T03:15:21.620Z,41.7306,143.2762,28.24,4.3
3432,2016-06-06T14:30:13.490Z,37.418,141.7485,38.46,4.3
3433,2016-06-07T04:01:48.320Z,36.0566,139.8823,51.26,4.4
3434,2016-06-07T05:16:38.270Z,43.8495,148.0336,12.76,5.1
3435,2016-06-08T00:56:39.650Z,30.0364,131.1389,19.42,4.8
3436,2016-06-08T17:19:55.970Z,36.8435,144.3284,38.45,4.2
3437,2016-06-09T05:54:31.290Z,32.7173,141.9288,10.0,4.9
3438,2016-06-10T04:16:34.620Z,37.0649,141.0761,48.38,4.2
3439,2016-06-10T12:07:03.840Z,38.3646,144.5763,35.0,5.0
3440,2016-06-10T12:51:20.140Z,37.7984,142.6386,35.0,4.2
3441,2016-06-10T14:12:55.210Z,35.3492,136.9179,304.33,4.2
3442,2016-06-10T22:42:59.490Z,36.1248,143.359,34.89,4.4
3443,2016-06-11T10:46:06.520Z,44.7931,148.4001,91.86,4.6
3444,2016-06-11T20:48:07.580Z,35.4053,140.4866,40.82,4.1
3445,2016-06-11T22:29:44.090Z,35.606,140.1912,65.56,4.2
3446,2016-06-11T22:54:22.410Z,35.9783,139.9693,34.71,5.0
3447,2016-06-12T13:08:15.690Z,32.3762,130.5085,10.0,4.5
3448,2016-06-12T17:11:36.630Z,43.887,147.9433,19.92,5.3
3449,2016-06-13T06:54:17.370Z,32.1113,130.4792,10.0,4.4
3450,2016-06-13T16:01:09.810Z,32.4364,141.5353,14.04,4.5
3451,2016-06-13T18:17:26.490Z,38.6286,142.0181,57.34,4.1
3452,2016-06-14T03:39:33.830Z,35.7989,140.9927,39.0,4.3
3453,2016-06-15T05:51:03.170Z,31.1886,139.83,169.53,4.3
3454,2016-06-16T05:21:29.270Z,41.9836,140.9353,14.3,5.2
3455,2016-06-17T11:50:12.550Z,33.2444,141.9978,35.0,4.6
3456,2016-06-17T13:47:10.890Z,37.3535,142.0263,37.33,4.3
3457,2016-06-17T23:50:13.290Z,36.3791,140.8363,14.81,4.3
3458,2016-06-18T11:46:55.880Z,32.677,130.584,9.43,4.8
3459,2016-06-18T20:43:14.970Z,30.5111,138.3386,440.44,4.1
3460,2016-06-20T00:27:17.850Z,36.813,141.6802,39.77,4.1
3461,2016-06-20T08:06:26.860Z,32.513,137.8632,344.76,4.3
3462,2016-06-20T11:43:40.880Z,30.6999,142.1316,31.03,4.3
3463,2016-06-20T15:10:08.980Z,41.9926,141.0478,12.95,4.6
3464,2016-06-21T10:21:36.580Z,35.9932,139.9811,48.28,4.4
3465,2016-06-22T03:41:16.330Z,38.465,141.7126,61.98,4.4
3466,2016-06-23T18:44:31.630Z,37.7451,144.8921,11.33,4.6
3467,2016-06-24T03:14:58.080Z,40.9299,141.1735,96.26,4.1
3468,2016-06-24T16:40:32.310Z,42.0122,142.5518,68.13,4.5
3469,2016-06-24T22:03:51.630Z,42.0454,142.1119,78.68,4.3
3470,2016-06-25T04:51:58.880Z,36.8031,137.9357,10.0,4.6
3471,2016-06-25T17:22:56.850Z,37.3289,142.1797,21.91,4.2
3472,2016-06-26T02:33:42.480Z,40.825,142.5821,74.57,4.1
3473,2016-06-26T13:14:33.590Z,38.1286,144.6477,22.5,4.5
3474,2016-06-26T22:57:06.150Z,36.9968,142.2226,12.82,5.7
3475,2016-06-26T23:41:41.190Z,37.0336,142.2639,22.64,4.6
3476,2016-06-27T04:35:20.190Z,37.5227,138.0795,9.28,4.6
3477,2016-06-27T04:36:19.620Z,37.5328,138.0311,10.0,4.9
3478,2016-06-27T06:27:30.930Z,32.7909,141.9841,10.0,4.7
3479,2016-06-27T08:47:42.880Z,40.1819,142.5273,49.54,3.8
3480,2016-06-29T18:12:38.310Z,39.7272,144.8774,10.0,5.0
3481,2016-06-30T21:26:28.220Z,36.2038,139.8496,56.35,4.3
3482,2016-06-30T23:04:59.230Z,36.7601,137.9208,10.3,4.5
3483,2016-05-02T06:35:06.370Z,32.5602,130.5327,10.0,4.3
3484,2016-05-02T07:26:52.300Z,39.8936,144.9225,28.94,4.9
3485,2016-05-02T20:51:20.880Z,38.2791,142.13,25.06,4.2
3486,2016-05-03T00:00:51.680Z,43.6954,147.5063,61.0,5.7
3487,2016-05-03T00:23:04.110Z,43.0922,145.4848,65.5,4.2
3488,2016-05-03T12:06:11.130Z,39.9535,143.6988,35.0,4.2
3489,2016-05-03T22:52:06.090Z,32.66,130.6019,10.0,4.3
3490,2016-05-04T16:10:20.630Z,38.5152,141.7505,46.06,4.6
3491,2016-05-04T23:51:52.190Z,36.0287,140.0284,52.08,4.3
3492,2016-05-05T01:31:32.150Z,32.9914,130.9774,16.83,4.6
3493,2016-05-05T01:40:14.350Z,33.001,131.05,13.65,4.6
3494,2016-05-05T23:04:20.350Z,45.4873,142.6217,312.38,4.2
3495,2016-05-06T05:11:22.810Z,31.0991,129.2972,14.25,4.9
3496,2016-05-07T05:42:13.500Z,31.2618,129.297,10.0,5.3
3497,2016-05-07T05:48:21.530Z,31.0885,129.3788,10.0,4.6
3498,2016-05-07T08:09:22.150Z,31.1062,129.2388,15.01,4.8
3499,2016-05-07T09:16:05.080Z,31.1632,129.1867,10.0,4.7
3500,2016-05-07T19:15:52.240Z,44.2697,147.5131,105.56,4.6
3501,2016-05-07T20:04:52.560Z,32.1456,137.6409,410.07,4.0
3502,2016-05-07T21:58:53.230Z,31.122,129.2313,10.0,4.3
3503,2016-05-08T07:58:50.490Z,43.2458,145.094,98.13,4.0
3504,2016-05-09T05:48:31.450Z,31.4527,140.3394,56.84,4.3
3505,2016-05-09T08:18:32.530Z,38.3103,141.8053,43.15,4.1
3506,2016-05-09T23:21:52.900Z,31.073,129.1749,10.0,4.2
3507,2016-05-10T04:02:25.930Z,43.8508,148.4027,24.96,5.0
3508,2016-05-10T05:44:56.600Z,43.8229,148.3998,29.56,4.7
3509,2016-05-10T05:56:38.590Z,43.7843,148.4072,25.01,4.8
3510,2016-05-10T06:53:11.170Z,43.8208,148.4696,35.0,4.3
3511,2016-05-10T07:04:27.060Z,43.6947,148.55,35.0,4.4
3512,2016-05-10T12:06:04.420Z,32.6053,142.0527,10.0,4.4
3513,2016-05-11T05:59:03.040Z,36.6165,141.5637,34.63,4.1
3514,2016-05-11T16:49:27.390Z,39.1159,144.7991,10.0,4.4
3515,2016-05-11T19:16:56.590Z,43.8705,148.3426,37.79,4.4
3516,2016-05-12T03:37:57.640Z,32.6629,138.1551,337.95,4.0
3517,2016-05-12T06:32:29.710Z,43.3295,146.6187,60.64,5.0
3518,2016-05-12T08:04:25.990Z,32.682,130.6254,9.37,4.3
3519,2016-05-12T12:12:10.220Z,31.0912,129.4113,10.0,4.3
3520,2016-05-12T16:03:18.140Z,32.7069,130.5734,8.33,4.5
3521,2016-05-12T17:43:39.570Z,37.5473,141.8511,34.96,4.7
3522,2016-05-12T22:28:20.150Z,31.0,129.1689,10.0,4.5
3523,2016-05-13T04:40:37.490Z,38.2944,135.2604,366.15,4.1
3524,2016-05-13T19:05:49.200Z,31.1061,129.2477,8.16,4.9
3525,2016-05-14T09:45:10.010Z,32.7567,130.5823,10.0,4.3
3526,2016-05-15T01:10:45.070Z,39.3322,142.0906,54.97,4.7
3527,2016-05-15T02:23:22.450Z,36.7957,138.1005,205.13,4.2
3528,2016-05-15T03:56:53.540Z,31.09,129.1337,10.0,4.4
3529,2016-05-16T08:50:19.080Z,31.7178,131.7961,31.04,4.8
3530,2016-05-16T12:23:02.500Z,36.023,139.806,44.51,5.4
3531,2016-05-16T21:55:04.860Z,36.0535,139.9618,48.99,4.5
3532,2016-05-16T21:57:33.250Z,35.9975,139.9832,50.39,4.6
3533,2016-05-17T07:49:52.920Z,31.8701,141.7875,10.0,4.4
3534,2016-05-17T11:36:56.750Z,30.7743,142.1614,10.0,4.7
3535,2016-05-18T13:33:37.600Z,37.3294,141.757,35.07,4.2
3536,2016-05-18T22:00:14.930Z,36.0381,141.0934,43.63,4.0
3537,2016-05-19T22:53:47.000Z,31.4162,130.3966,153.96,4.3
3538,2016-05-20T14:04:43.760Z,44.2822,147.9412,70.7,4.8
3539,2016-05-21T06:06:42.150Z,30.9561,140.0808,124.52,5.5
3540,2016-05-21T08:17:40.710Z,30.8882,140.0782,124.69,4.4
3541,2016-05-22T03:55:02.650Z,31.2168,141.5649,11.76,4.2
3542,2016-05-22T06:11:34.550Z,36.7354,142.2435,24.81,4.1
3543,2016-05-22T08:07:10.250Z,39.1241,142.2909,55.04,4.4
3544,2016-05-23T14:17:16.520Z,36.4163,140.9772,52.53,4.5
