time,latitude,longitude,depth,mag
2011-04-19,36.898,140.843,2.0,4.6
2011-04-19,35.431,140.959,12.5,4.5
2011-04-19,37.101,141.129,62.2,4.6
2011-04-19,37.191,144.404,24.6,4.7
2011-04-19,37.23,142.263,53.5,4.0
2011-04-19,36.598,142.463,26.1,4.3
2011-04-19,36.319,140.931,28.7,4.6
2011-04-19,34.011,140.054,89.7,4.9
2011-04-20,37.054,140.458,37.3,4.8
2011-04-20,39.867,143.116,34.0,4.6
2011-04-20,36.662,141.673,45.1,4.2
2011-04-20,36.443,142.472,35.0,4.5
2011-04-20,36.28,141.676,38.1,4.7
2011-04-20,36.805,141.19,35.0,4.4
2011-04-20,37.255,143.774,35.0,4.3
2011-04-20,36.599,140.901,53.9,4.5
2011-04-20,38.213,141.654,63.8,4.7
2011-04-20,37.187,144.34,35.0,4.0
2011-04-20,35.917,140.001,76.2,4.6
2011-04-20,37.549,143.823,35.0,4.3
2011-04-20,37.254,142.117,5.2,4.4
2011-04-20,37.036,140.628,26.8,4.4
2011-04-20,36.188,142.004,17.5,4.5
2011-04-21,40.341,143.549,10.0,5.7
2011-04-21,40.242,143.781,38.9,4.7
2011-04-21,40.306,143.628,11.0,5.8
2011-04-21,37.265,142.247,24.2,5.0
2011-04-21,38.789,143.03,34.5,4.5
2011-04-21,38.327,142.093,40.2,5.0
2011-04-21,37.267,143.569,35.0,4.4
2011-04-21,37.989,144.088,35.0,4.3
2011-04-21,35.579,140.305,43.0,6.2
2011-04-21,35.712,140.696,35.0,5.1
2011-04-21,35.631,140.628,44.1,4.8
2011-04-21,35.554,140.704,41.6,4.7
2011-04-21,37.553,141.219,55.6,5.6
2011-04-21,40.388,143.743,8.3,4.6
2011-04-21,36.573,141.555,33.7,4.6
2011-04-21,36.954,142.83,20.5,4.2
2011-04-21,37.195,144.005,35.0,4.2
2011-04-22,37.407,142.705,35.0,4.4
2011-04-22,38.503,141.763,41.0,4.7
2011-04-22,35.311,140.044,43.9,4.3
2011-04-22,37.28,141.896,12.5,4.6
2011-04-22,38.49,144.656,24.4,4.7
2011-04-22,37.226,140.988,23.5,5.2
2011-04-22,37.083,144.124,37.8,5.0
2011-04-22,36.047,141.613,36.4,4.4
2011-04-22,35.371,142.971,35.0,4.0
2011-04-22,36.682,140.575,36.0,4.3
2011-04-23,40.281,143.682,35.0,4.5
2011-04-23,39.958,143.804,27.5,4.3
2011-04-23,39.047,142.284,52.3,4.8
2011-04-23,37.55,141.607,20.6,4.3
2011-04-23,39.097,142.87,31.0,5.9
2011-04-23,35.892,141.664,22.9,4.6
2011-04-23,37.017,140.662,49.4,4.3
2011-04-23,36.719,142.089,21.8,4.5
2011-04-23,35.36,141.05,35.0,4.1
2011-04-23,36.521,140.416,69.8,4.5
2011-04-23,36.813,142.058,46.1,4.4
2011-04-23,36.864,143.931,5.6,4.9
2011-04-23,37.26,141.206,36.8,4.5
2011-04-23,37.108,144.209,32.9,4.7
2011-04-23,35.151,141.364,16.1,4.6
2011-04-24,36.821,142.037,13.3,4.3
2011-04-24,37.26,142.547,20.2,4.3
2011-04-24,36.881,144.063,13.7,4.2
2011-04-24,38.401,141.892,64.2,4.3
2011-04-24,34.882,140.918,14.2,4.6
2011-04-24,36.87,142.01,35.0,4.4
2011-04-24,38.247,141.983,44.7,4.3
2011-04-24,37.136,142.522,37.4,4.2
2011-04-24,34.902,140.884,11.1,4.7
2011-04-24,38.682,141.922,59.4,4.7
2011-04-24,37.084,140.516,43.1,4.9
2011-04-24,37.624,144.711,10.0,4.4
2011-04-24,38.025,141.694,61.7,4.6
2011-04-24,38.23,143.495,18.7,4.9
2011-04-24,40.302,143.615,41.1,4.6
2011-04-24,35.196,140.931,41.1,5.0
2011-04-24,37.19,142.279,7.3,4.4
2011-04-24,36.919,141.606,49.6,4.0
2011-04-25,38.683,142.024,85.0,4.4
2011-04-25,39.806,143.367,30.9,4.4
2011-04-25,36.736,141.656,39.2,4.6
2011-04-25,36.217,140.887,33.6,5.1
2011-04-25,37.397,143.828,19.3,4.9
2011-04-25,39.735,143.402,35.1,4.2
2011-04-25,36.6,139.511,40.5,4.4
2011-04-25,36.974,140.562,43.0,4.3
2011-04-25,39.012,143.504,22.3,4.4
2011-04-25,36.205,141.291,29.1,4.2
2011-04-25,36.846,142.167,22.0,5.1
2011-04-25,38.314,141.854,79.3,4.7
2011-04-25,35.476,141.128,40.0,4.4
2011-04-25,36.226,141.109,44.2,4.6
2011-04-25,42.046,142.469,68.4,4.8
2011-04-26,38.46,143.084,37.5,4.1
2011-04-26,36.751,140.601,10.0,4.1
2011-04-26,36.787,140.519,25.6,4.1
2011-04-26,37.301,141.191,36.6,4.9
2011-04-26,37.19,144.368,10.0,4.2
2011-04-26,36.204,144.105,35.0,4.3
2011-04-26,37.506,144.117,35.0,4.4
2011-04-26,36.085,139.778,40.2,5.0
2011-04-26,37.527,144.067,35.0,4.5
2011-04-26,38.393,141.77,68.0,4.6
2011-04-26,35.596,141.241,35.0,4.3
2011-04-26,39.767,144.731,2.3,4.6
2011-04-26,34.774,142.809,10.0,4.6
2011-04-26,36.452,143.268,35.1,4.8
2011-04-26,36.352,143.254,35.8,4.8
2011-04-26,36.379,143.409,10.0,4.6
2011-04-27,37.048,140.598,43.7,4.2
2011-04-27,36.968,140.598,10.0,4.2
2011-04-27,39.953,142.353,35.0,4.7
2011-04-27,37.471,142.949,19.0,4.4
2011-04-27,35.614,140.867,26.4,4.4
2011-04-27,36.748,138.49,17.9,4.3
2011-04-27,36.992,140.72,35.4,4.0
2011-04-27,36.182,141.954,28.4,4.3
2011-04-27,36.798,142.552,9.9,5.0
2011-04-27,38.151,141.651,66.2,5.0
2011-04-28,36.719,142.568,15.5,5.0
2011-04-28,38.608,141.745,62.1,4.8
2011-04-28,35.267,142.717,23.0,4.5
2011-04-28,35.386,142.782,10.0,4.3
2011-04-28,41.456,143.948,35.0,4.2
2011-04-28,36.395,141.933,12.4,4.5
2011-04-28,37.455,141.653,38.0,5.5
2011-04-28,42.519,144.997,48.9,4.4
2011-04-28,37.151,142.715,10.0,4.5
2011-04-28,39.087,142.385,57.1,4.6
2011-04-28,37.825,142.631,38.0,4.6
2011-04-28,36.747,142.151,24.4,4.5
2011-04-29,37.318,143.673,35.0,4.3
2011-04-29,37.489,142.446,32.0,4.8
2011-04-29,30.256,130.782,51.1,4.8
2011-04-29,39.325,141.88,60.2,4.9
2011-04-29,36.412,143.335,19.9,4.7
2011-04-29,31.582,142.616,10.0,4.3
2011-04-29,35.273,140.881,20.9,4.9
2011-04-29,39.55,142.554,62.1,4.6
2011-04-29,37.538,142.359,24.0,4.8
2011-04-29,38.859,141.916,59.2,5.2
2011-04-29,37.167,142.48,13.5,4.1
2011-04-30,39.652,142.13,69.2,4.6
2011-04-30,37.846,144.511,20.8,4.2
2011-04-30,36.785,141.067,38.8,5.1
2011-04-30,36.625,141.181,38.7,4.3
2011-04-30,37.387,141.2,40.2,4.7
2011-04-30,36.751,141.057,44.1,4.8
2011-04-30,37.45,143.582,35.0,4.6
2011-04-30,38.76,144.303,10.0,4.2
2011-04-30,37.081,142.598,10.0,4.6
2011-04-30,36.823,141.251,19.5,4.8
2011-04-30,45.745,143.269,319.9,4.1
2011-04-30,35.146,141.585,22.9,5.0
2011-04-30,37.33,143.78,35.0,4.5
2011-04-30,36.322,140.796,27.2,4.9
2011-04-30,39.818,143.552,18.1,4.5
2011-04-30,34.328,140.422,35.0,4.2
2011-03-01,33.013,141.58,49.5,4.6
2011-03-02,44.468,148.976,41.9,4.9
2011-03-04,42.631,141.392,119.6,4.5
2011-03-06,32.207,141.826,19.7,4.1
2011-03-09,38.435,142.842,32.0,7.3
2011-03-09,38.465,143.235,19.8,5.1
2011-03-09,38.361,142.91,23.2,5.7
2011-03-09,38.246,143.102,35.0,5.7
2011-03-09,38.45,143.204,42.0,4.7
2011-03-09,38.277,142.842,41.9,4.6
2011-03-09,38.311,143.169,29.3,5.3
2011-03-09,38.713,143.065,22.6,5.0
2011-03-09,38.5,143.101,42.1,4.4
2011-03-09,38.628,143.078,23.9,4.9
2011-03-09,38.655,142.753,35.0,5.2
2011-03-09,38.661,143.266,39.1,4.3
2011-03-09,38.689,142.968,39.2,4.8
2011-03-09,38.672,143.031,35.2,5.1
2011-03-09,38.51,143.053,35.0,4.8
2011-03-09,38.665,142.991,37.8,5.6
2011-03-09,38.466,142.702,40.7,5.3
2011-03-09,38.22,143.252,35.0,4.9
2011-03-09,38.536,143.273,40.0,4.6
2011-03-09,38.317,143.594,11.0,4.5
2011-03-09,38.626,143.13,10.0,5.0
2011-03-09,38.23,143.132,38.8,5.1
2011-03-09,38.273,143.054,26.9,5.0
2011-03-09,38.422,143.317,21.7,4.2
2011-03-09,38.212,143.162,23.5,5.0
2011-03-09,38.803,142.879,46.4,5.1
2011-03-09,38.613,143.08,30.4,5.2
2011-03-09,38.62,143.057,35.5,4.8
2011-03-09,38.699,143.119,38.0,4.7
2011-03-09,38.537,143.036,33.9,5.2
2011-03-09,38.348,143.14,16.5,4.7
2011-03-09,38.445,143.248,38.4,4.6
2011-03-09,38.569,143.203,18.8,4.8
2011-03-09,38.53,143.111,33.7,4.6
2011-03-09,38.315,142.434,22.0,6.0
2011-03-09,38.503,143.166,23.8,5.9
2011-03-09,38.681,143.414,10.0,4.1
2011-03-09,38.601,143.359,10.0,4.4
2011-03-09,38.266,142.739,41.8,4.9
2011-03-09,38.345,142.648,23.0,6.0
2011-03-09,38.296,142.808,15.0,6.5
2011-03-09,38.08,142.95,45.1,4.2
2011-03-09,38.398,143.167,19.9,5.4
2011-03-09,38.181,143.144,33.3,4.7
2011-03-09,38.243,143.292,20.4,4.9
2011-03-10,38.304,143.34,35.9,4.8
2011-03-10,38.375,143.105,26.8,4.9
2011-03-10,38.314,143.43,33.6,4.6
2011-03-10,38.399,143.353,22.0,4.5
2011-03-10,38.91,142.446,26.7,4.8
2011-03-10,38.603,143.27,17.4,5.6
2011-03-10,38.558,143.353,25.3,4.9
2011-03-10,38.616,143.122,38.5,5.3
2011-03-10,38.568,143.406,21.6,4.5
2011-03-10,38.586,143.038,24.8,5.1
2011-03-10,38.25,143.239,20.8,4.7
2011-03-10,39.213,143.378,29.7,4.4
2011-03-10,38.046,143.296,3.7,5.0
2011-03-10,38.491,143.112,40.6,4.7
2011-03-10,38.778,143.051,33.6,4.9
2011-03-10,38.654,143.392,35.0,4.4
2011-03-11,38.517,143.381,10.9,4.2
2011-03-11,38.191,143.154,32.2,4.2
2011-03-11,38.297,142.373,29.0,9.1
2011-03-11,37.712,141.184,32.3,6.3
2011-03-11,37.359,143.351,35.0,6.4
2011-03-11,37.623,142.155,50.7,6.3
2011-03-11,37.054,141.763,8.4,5.9
2011-03-11,38.095,142.492,40.6,6.2
2011-03-11,36.469,141.84,22.6,5.9
2011-03-11,36.375,141.777,34.2,5.8
2011-03-11,39.003,142.29,42.7,6.3
2011-03-11,36.419,141.876,32.3,6.4
2011-03-11,38.969,143.37,2.8,6.7
2011-03-11,36.109,141.696,26.6,5.9
2011-03-11,37.788,144.233,25.4,6.2
2011-03-11,37.211,141.601,40.1,6.2
2011-03-11,37.93,143.802,35.0,6.3
2011-03-11,36.281,141.111,42.6,7.9
2011-03-11,36.023,142.269,16.0,6.6
2011-03-11,36.004,142.067,49.3,6.5
2011-03-11,38.29,142.813,51.7,6.2
2011-03-11,39.03,142.284,56.3,6.2
2011-03-11,38.058,144.59,18.6,7.7
2011-03-11,37.812,144.233,40.6,6.1
2011-03-11,36.625,141.867,39.1,5.9
2011-03-11,35.806,141.1,10.3,5.8
2011-03-11,37.465,142.404,52.4,5.6
2011-03-11,36.094,141.665,47.2,5.8
2011-03-11,37.04,142.463,40.1,5.5
2011-03-11,39.599,141.576,35.0,5.8
2011-03-11,34.88,141.916,36.3,5.2
2011-03-11,38.066,144.627,25.9,5.4
2011-03-11,36.588,141.1,22.7,5.3
2011-03-11,37.956,143.248,30.6,5.9
2011-03-11,38.807,141.946,47.1,5.3
2011-03-11,37.961,142.724,11.7,6.2
2011-03-11,37.337,144.237,47.3,6.1
2011-03-11,40.668,141.605,44.9,5.8
2011-03-11,38.061,143.016,33.6,5.5
2011-03-11,36.974,141.493,9.5,5.4
2011-03-11,37.562,142.855,39.8,5.9
2011-03-11,35.712,140.875,47.5,6.0
2011-03-11,37.357,144.725,35.9,6.3
2011-03-11,36.628,143.755,36.1,5.7
2011-03-11,39.693,142.529,41.6,5.8
2011-03-11,37.924,142.802,19.1,5.6
2011-03-11,38.964,142.398,23.7,5.8
2011-03-11,38.442,143.6,15.4,5.7
2011-03-11,37.778,142.98,21.5,5.6
2011-03-11,36.714,141.874,28.2,5.7
2011-03-11,36.718,141.856,35.0,5.6
2011-03-11,37.879,142.681,33.7,5.8
2011-03-11,36.103,142.358,35.0,5.9
2011-03-11,36.586,141.823,24.7,6.3
2011-03-11,37.006,142.406,6.3,5.8
2011-03-11,37.454,142.097,19.6,5.9
2011-03-11,37.934,144.529,39.5,6.1
2011-03-11,36.823,141.824,28.4,6.1
2011-03-11,39.031,142.349,45.4,6.3
2011-03-11,37.442,141.195,49.2,6.0
2011-03-11,36.323,142.71,35.0,5.7
2011-03-11,36.943,142.309,21.9,5.7
2011-03-11,39.204,142.793,38.5,5.8
2011-03-11,38.345,142.191,16.1,5.3
2011-03-11,36.403,141.892,35.0,5.7
2011-03-11,36.195,141.813,13.8,5.8
2011-03-11,38.726,143.837,21.1,5.2
2011-03-11,36.951,142.162,3.1,5.1
2011-03-11,36.525,141.756,26.9,5.4
2011-03-11,36.554,141.675,44.2,5.0
2011-03-11,36.734,141.959,42.0,5.0
2011-03-11,38.836,142.431,55.7,4.9
2011-03-11,37.743,141.573,50.8,5.7
2011-03-11,37.106,142.226,38.0,5.6
2011-03-11,37.012,142.78,0.7,5.7
2011-03-11,36.983,142.815,35.0,5.1
2011-03-11,36.936,142.7,19.3,5.9
2011-03-11,37.593,142.208,48.9,5.7
2011-03-11,37.569,142.823,20.8,5.4
2011-03-11,36.287,140.852,19.5,5.6
2011-03-11,36.569,141.486,39.6,6.2
2011-03-11,37.047,144.541,41.0,6.1
2011-03-11,36.117,141.698,8.0,5.4
2011-03-11,36.166,141.562,6.8,6.5
2011-03-11,37.367,143.017,17.0,6.1
2011-03-11,38.017,142.657,42.8,6.0
2011-03-11,37.469,141.176,37.3,6.0
2011-03-11,39.14,142.967,27.6,6.0
2011-03-11,36.033,140.984,19.7,5.6
2011-03-11,37.704,143.833,9.4,5.4
2011-03-11,37.64,142.771,46.2,5.5
2011-03-11,37.447,140.984,39.5,5.9
2011-03-11,36.122,140.966,47.3,5.6
2011-03-11,37.416,142.451,25.8,5.6
2011-03-11,36.505,141.909,47.8,5.2
2011-03-11,37.556,143.642,35.0,5.3
2011-03-11,36.326,141.098,40.8,5.3
2011-03-11,36.77,141.924,17.0,5.5
2011-03-11,36.56,141.717,38.8,4.8
2011-03-11,36.607,141.597,36.5,5.0
2011-03-11,38.797,142.292,34.7,4.9
2011-03-11,37.281,142.497,23.2,5.1
2011-03-11,39.499,143.826,10.0,4.7
2011-03-11,37.376,142.718,8.8,5.4
2011-03-11,37.301,142.674,12.0,5.3
2011-03-11,37.403,143.997,35.0,5.1
2011-03-11,37.683,143.311,39.2,5.5
2011-03-11,37.491,142.863,42.4,4.9
2011-03-11,35.642,141.879,35.0,4.7
2011-03-11,39.862,138.55,35.0,4.6
2011-03-11,37.967,140.117,53.8,5.0
2011-03-11,39.837,143.668,35.0,4.8
2011-03-11,36.065,142.112,35.0,4.9
2011-03-11,37.439,144.13,10.0,5.0
2011-03-11,33.806,134.631,10.0,4.5
2011-03-11,36.198,141.451,35.5,4.9
2011-03-11,36.107,141.864,21.9,4.7
2011-03-11,38.298,142.159,68.1,5.3
2011-03-11,36.584,142.169,53.2,4.8
2011-03-11,38.576,144.455,35.0,4.8
2011-03-11,37.696,142.65,35.0,5.0
2011-03-11,37.572,143.889,26.8,4.9
2011-03-11,35.912,141.601,5.8,5.5
2011-03-11,37.138,142.501,41.3,4.9
2011-03-11,39.495,142.705,18.0,5.3
2011-03-11,37.848,142.637,35.0,4.6
2011-03-11,36.664,142.299,35.1,5.0
2011-03-11,37.397,144.121,35.0,5.0
2011-03-11,39.599,143.056,38.6,5.4
2011-03-11,36.223,141.822,47.5,5.1
2011-03-11,37.715,141.812,55.8,5.0
2011-03-11,38.12,143.068,10.0,4.9
2011-03-11,37.409,141.687,35.0,4.8
2011-03-11,37.876,142.702,35.0,4.8
2011-03-11,36.661,142.191,10.0,5.3
2011-03-11,37.295,143.158,21.3,5.1
2011-03-11,36.623,141.715,35.9,4.7
2011-03-11,38.83,142.703,5.0,4.9
2011-03-11,39.185,142.76,26.5,6.0
2011-03-11,35.808,140.983,35.0,5.0
2011-03-11,37.009,144.463,35.0,4.8
2011-03-11,36.047,141.61,22.5,5.0
2011-03-11,36.896,142.247,17.5,5.4
2011-03-11,37.256,142.032,43.8,5.4
2011-03-11,37.97,142.863,35.0,5.1
2011-03-11,36.665,142.521,10.0,5.7
2011-03-11,36.685,141.5,35.0,4.7
2011-03-11,37.961,143.571,35.0,5.0
2011-03-11,39.397,143.592,20.0,5.9
2011-03-11,37.05,141.2,37.8,5.2
2011-03-11,35.979,141.852,35.0,4.7
2011-03-11,37.097,142.601,35.0,4.6
2011-03-11,36.688,142.487,35.0,5.0
2011-03-11,37.628,142.963,35.0,4.9
2011-03-11,38.387,143.116,35.0,5.0
2011-03-11,35.888,141.388,12.3,5.4
2011-03-11,38.417,143.752,33.3,5.6
2011-03-11,37.491,143.05,6.6,5.2
2011-03-11,38.491,143.36,36.4,5.0
2011-03-11,37.076,142.436,35.0,4.9
2011-03-11,36.391,142.717,35.0,4.8
2011-03-11,39.002,142.267,15.4,5.2
2011-03-11,37.463,143.893,35.0,4.9
2011-03-11,37.737,141.496,41.8,5.6
2011-03-11,39.173,142.965,47.5,5.3
2011-03-11,38.004,142.605,35.0,5.0
2011-03-11,37.024,142.544,35.0,5.1
2011-03-11,37.437,142.615,49.3,4.9
2011-03-11,36.481,143.265,35.0,5.2
2011-03-11,35.535,141.842,35.0,5.5
2011-03-11,36.38,141.778,25.9,5.5
2011-03-11,39.193,143.323,52.1,5.3
2011-03-11,36.628,141.809,36.6,5.5
2011-03-11,35.684,140.933,35.0,5.7
2011-03-11,37.547,143.073,35.0,5.8
2011-03-11,35.571,142.011,9.6,5.2
2011-03-11,39.128,143.369,10.0,5.4
2011-03-11,38.504,142.162,27.7,5.2
2011-03-11,39.219,143.43,13.8,5.4
2011-03-11,38.085,140.115,58.1,5.1
2011-03-11,36.238,142.396,35.0,5.7
2011-03-11,39.065,143.166,36.3,5.8
2011-03-11,37.906,144.783,18.3,5.3
2011-03-11,39.241,142.463,25.7,6.6
2011-03-11,39.319,142.906,10.0,5.4
2011-03-11,36.695,142.244,35.0,5.7
2011-03-11,36.004,141.171,17.7,5.8
2011-03-11,37.9,144.486,22.7,5.0
2011-03-11,39.149,142.662,9.5,4.7
2011-03-11,36.93,142.513,35.0,5.3
2011-03-11,37.228,142.703,10.0,5.3
2011-03-11,36.267,141.527,23.1,5.5
2011-03-11,37.693,143.014,25.9,5.3
2011-03-11,39.202,142.094,44.5,5.3
2011-03-11,35.752,142.08,35.0,5.6
2011-03-11,37.652,143.062,35.0,4.6
2011-03-11,39.143,143.211,35.0,4.9
2011-03-11,36.333,142.744,10.0,5.1
2011-03-11,37.588,144.053,35.0,4.6
2011-03-11,37.122,142.654,35.0,4.3
2011-03-11,38.899,144.64,35.0,5.0
2011-03-11,38.055,142.548,35.0,5.9
2011-03-11,39.084,142.264,50.2,5.8
2011-03-11,37.216,142.385,35.0,4.9
2011-03-11,39.294,142.666,53.3,4.6
2011-03-11,39.629,143.478,8.5,4.2
2011-03-11,36.48,141.75,14.6,5.3
2011-03-11,38.186,142.967,63.9,4.7
2011-03-11,36.191,141.712,39.8,5.2
2011-03-11,38.059,142.695,50.9,5.4
2011-03-11,36.986,143.624,26.1,5.3
2011-03-11,37.463,143.301,10.0,5.4
2011-03-11,39.283,143.512,10.0,5.3
2011-03-11,37.019,142.156,29.4,4.6
2011-03-11,36.78,141.736,35.0,4.1
2011-03-11,37.04,143.978,42.2,4.2
2011-03-11,36.147,141.602,35.0,5.6
2011-03-11,39.504,143.589,17.0,4.6
2011-03-11,37.721,142.231,35.0,4.3
2011-03-11,38.499,141.976,50.9,5.4
2011-03-11,37.795,141.96,35.0,5.5
2011-03-11,36.145,141.692,35.0,5.2
2011-03-11,36.541,141.976,42.3,5.3
2011-03-11,39.168,142.598,35.7,4.7
2011-03-11,37.882,143.321,35.0,4.8
2011-03-11,37.744,143.762,35.0,5.1
2011-03-11,37.377,141.884,52.8,5.1
2011-03-11,36.371,141.743,57.7,5.6
2011-03-11,37.575,142.827,35.0,5.5
2011-03-11,37.22,143.095,35.0,4.4
2011-03-11,36.374,141.887,7.2,4.5
2011-03-11,37.421,141.482,27.3,4.0
2011-03-11,37.311,143.63,35.0,4.3
2011-03-11,35.789,142.135,35.0,5.0
2011-03-11,36.998,142.183,12.7,4.4
2011-03-11,39.21,142.798,35.0,5.1
2011-03-11,36.176,141.732,23.1,4.3
2011-03-11,36.162,141.84,4.7,5.5
2011-03-11,37.444,144.38,35.0,4.4
2011-03-11,37.338,142.061,33.1,5.0
2011-03-11,38.989,144.126,25.3,5.7
2011-03-11,36.87,141.15,66.1,5.0
2011-03-11,36.635,141.878,35.0,5.0
2011-03-11,38.371,143.123,32.7,5.3
2011-03-11,37.22,144.252,9.4,4.9
2011-03-11,36.655,141.888,30.7,4.5
2011-03-11,36.378,141.974,35.0,4.2
2011-03-11,37.667,142.727,10.7,4.0
2011-03-11,37.995,142.895,47.4,5.2
2011-03-11,37.217,142.144,47.6,5.1
2011-03-11,36.641,141.757,42.0,4.9
2011-03-11,36.123,140.761,51.3,5.5
2011-03-11,36.799,142.212,10.0,4.2
2011-03-11,39.173,142.376,19.0,4.2
2011-03-11,36.734,143.149,35.0,4.4
2011-03-11,37.498,141.935,21.7,5.2
2011-03-11,36.518,141.852,24.4,4.6
2011-03-11,37.555,142.902,10.0,4.2
2011-03-11,36.209,141.691,8.6,4.8
2011-03-11,37.546,143.221,24.6,5.1
2011-03-11,37.093,142.112,32.5,5.0
2011-03-11,37.408,142.379,38.5,5.0
2011-03-11,37.052,143.957,35.0,5.4
2011-03-11,37.112,144.036,20.7,5.5
2011-03-11,38.242,141.889,54.3,4.3
2011-03-11,35.882,141.499,35.0,4.8
2011-03-11,39.366,143.46,35.0,4.5
2011-03-11,36.922,143.838,35.0,4.4
2011-03-11,38.608,144.269,19.1,4.8
2011-03-11,39.121,143.002,26.5,4.5
2011-03-11,37.464,142.845,16.8,4.4
2011-03-11,36.673,140.795,59.1,5.1
2011-03-11,38.118,144.287,6.2,5.0
2011-03-11,35.966,141.899,9.3,5.3
2011-03-11,35.96,141.403,10.2,5.8
2011-03-11,39.045,142.354,59.9,5.0
2011-03-11,38.12,143.037,17.5,4.6
2011-03-11,38.028,142.892,9.7,4.9
2011-03-11,37.283,141.741,31.9,5.0
2011-03-11,36.332,141.54,15.1,5.5
2011-03-11,35.973,141.449,35.0,4.8
2011-03-11,37.034,141.929,58.0,4.2
2011-03-11,35.994,141.808,21.0,6.3
2011-03-11,36.247,141.856,35.0,5.5
2011-03-11,36.398,141.864,52.8,6.0
2011-03-11,35.637,141.548,35.0,5.5
2011-03-11,37.319,142.284,20.1,5.2
2011-03-11,35.942,141.763,35.0,4.5
2011-03-11,37.625,144.513,17.7,4.8
2011-03-11,37.181,142.245,33.2,5.2
2011-03-11,38.811,142.709,35.0,4.9
2011-03-11,38.79,142.756,35.0,4.3
2011-03-11,35.594,140.933,53.8,4.9
2011-03-11,36.469,141.824,31.4,4.9
2011-03-11,38.437,143.605,35.0,4.3
2011-03-11,36.024,141.713,16.9,5.4
2011-03-11,35.939,141.965,35.0,5.0
2011-03-11,36.233,142.555,15.4,4.9
2011-03-11,37.496,142.37,14.3,5.0
2011-03-11,38.699,142.991,35.0,5.0
2011-03-11,36.659,141.942,10.8,4.9
2011-03-11,36.339,141.988,35.0,4.9
2011-03-11,38.47,143.716,20.7,4.7
2011-03-11,36.575,144.069,35.0,5.4
2011-03-11,39.256,144.406,35.0,5.3
2011-03-11,37.257,144.209,35.0,4.8
2011-03-11,39.464,143.465,35.0,5.5
2011-03-11,37.636,144.16,33.9,4.8
2011-03-11,36.175,141.914,36.1,4.9
2011-03-11,37.031,143.595,21.5,4.8
2011-03-11,38.015,144.586,36.1,4.7
2011-03-11,36.373,141.161,46.6,4.8
2011-03-11,38.797,142.842,35.0,4.5
2011-03-11,36.969,143.978,18.5,4.8
2011-03-11,39.621,143.379,35.0,5.0
2011-03-11,36.557,142.303,35.0,5.0
2011-03-11,36.162,142.087,35.0,4.1
2011-03-11,38.384,142.862,42.1,4.7
2011-03-11,37.685,144.286,35.0,4.8
2011-03-11,37.606,143.876,35.0,4.8
2011-03-11,35.997,141.242,20.0,4.8
2011-03-11,36.407,141.893,35.0,4.7
2011-03-11,38.867,144.742,35.0,4.9
2011-03-11,37.817,143.149,35.0,5.0
2011-03-11,38.181,142.33,35.0,4.8
2011-03-11,38.167,144.338,35.0,5.0
2011-03-11,36.697,141.858,69.3,4.3
2011-03-11,36.635,142.042,7.0,4.6
2011-03-11,36.506,140.886,50.8,4.5
2011-03-11,35.988,143.648,10.0,4.3
2011-03-11,38.501,144.3,18.3,5.0
2011-03-11,38.39,143.035,27.2,4.8
2011-03-11,37.472,144.091,10.0,5.0
2011-03-11,38.902,142.375,68.0,4.8
2011-03-11,36.999,144.159,9.3,5.6
2011-03-11,35.331,141.391,1.7,5.5
2011-03-11,37.743,143.571,35.0,5.1
2011-03-11,36.566,142.428,35.0,5.1
2011-03-11,35.997,141.814,15.9,5.0
2011-03-11,37.615,140.676,73.0,4.2
2011-03-11,37.377,141.136,23.9,5.0
2011-03-11,37.055,144.632,19.4,5.4
2011-03-11,37.329,142.706,44.9,5.1
2011-03-11,36.817,142.636,35.0,4.9
2011-03-11,36.624,142.321,35.0,4.8
2011-03-11,39.742,143.423,50.8,5.2
2011-03-11,34.999,143.454,35.0,4.9
2011-03-11,37.508,142.741,13.1,4.9
2011-03-11,36.722,144.175,18.9,4.7
2011-03-11,37.766,142.753,36.7,4.6
2011-03-11,37.545,143.593,35.0,4.8
2011-03-11,34.411,142.4,35.0,4.4
2011-03-11,37.663,144.909,35.0,5.0
2011-03-11,36.765,142.056,49.8,5.0
2011-03-11,37.489,141.304,19.4,4.6
2011-03-11,36.425,142.54,41.2,4.6
2011-03-11,35.949,141.023,74.5,4.3
2011-03-11,36.673,142.329,24.1,4.7
2011-03-11,37.148,144.646,5.5,4.5
2011-03-11,38.604,143.385,35.0,4.7
2011-03-11,36.567,142.031,10.0,4.4
2011-03-11,37.187,143.044,59.4,4.5
2011-03-11,38.053,143.952,15.7,4.7
2011-03-11,37.197,142.096,15.6,5.7
2011-03-11,36.453,142.205,35.0,5.1
2011-03-11,36.418,142.436,35.0,4.4
2011-03-11,36.22,141.628,39.5,5.8
2011-03-11,35.784,142.01,35.0,4.9
2011-03-11,37.71,142.69,35.0,4.4
2011-03-11,38.575,144.859,10.0,4.6
2011-03-11,36.324,141.658,37.3,4.5
2011-03-11,37.192,143.103,38.0,4.8
2011-03-11,36.966,144.284,35.0,4.8
2011-03-11,37.028,144.707,10.0,4.8
2011-03-11,39.384,142.807,10.0,4.4
2011-03-11,37.964,143.002,35.5,4.8
2011-03-11,39.188,143.255,38.9,5.0
2011-03-11,36.832,141.024,54.2,5.0
2011-03-11,36.129,141.241,16.2,5.1
2011-03-11,35.978,141.85,35.0,4.6
